input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.176000,1000.088000,hann,1024,1024,1.953297,1.953297,250.000000,250.020880,0.020874,8.000704,2.159127,-2.017033,0.005447815,-46.614930,-73.025930,74.000000,-99.331790,44.597896,-58.132828,0.123982,-44.409604,0.601894,44.409604,7.084652,62.041108,449.258300,-64.057650,49.392036
