sample,time_s,raw_u16,code12,voltage_V
597,0.298510000,39817,2488,2.004976
598,0.299009000,20004,1250,1.007297
599,0.299509000,7825,489,0.394026
600,0.300009000,10146,634,0.510900
601,0.300509000,25734,1608,1.295830
602,0.301009000,45515,2844,2.291898
603,0.301508000,57838,3614,2.912419
604,0.302014000,55405,3462,2.789906
605,0.302508000,39849,2490,2.006587
606,0.303014000,19908,1244,1.002463
607,0.303508000,7905,494,0.398054
608,0.304008000,10050,628,0.506065
609,0.304514000,25958,1622,1.307109
610,0.305014000,45691,2855,2.300760
611,0.305508000,57854,3615,2.913225
612,0.306014000,55453,3465,2.792323
613,0.306514000,39609,2475,1.994502
614,0.307013000,19940,1246,1.004074
615,0.307513000,7905,494,0.398054
616,0.308012000,10162,635,0.511705
617,0.308512000,25878,1617,1.303081
618,0.309012000,45627,2851,2.297537
619,0.309511000,57822,3613,2.911614
620,0.310011000,55485,3467,2.793934
621,0.310511000,39769,2485,2.002559
622,0.311011000,20004,1250,1.007297
623,0.311510000,7793,487,0.392415
624,0.312010000,10130,633,0.510094
625,0.312510000,25830,1614,1.300664
626,0.313009000,45739,2858,2.303177
627,0.313509000,57822,3613,2.911614
628,0.314009000,55373,3460,2.788295
629,0.314509000,39945,2496,2.011422
630,0.315014000,20020,1251,1.008102
631,0.315513000,7761,485,0.390803
632,0.316013000,9970,623,0.502037
633,0.316513000,25894,1618,1.303886
634,0.317013000,45611,2850,2.296732
635,0.317512000,57854,3615,2.913225
636,0.318011000,55373,3460,2.788295
637,0.318511000,39753,2484,2.001753
638,0.319011000,20020,1251,1.008102
639,0.319511000,7793,487,0.392415
640,0.320011000,10162,635,0.511705
641,0.320510000,25830,1614,1.300664
642,0.321010000,45403,2837,2.286258
643,0.321510000,57854,3615,2.913225
644,0.322011000,55405,3462,2.789906
645,0.322510000,39817,2488,2.004976
646,0.323010000,20068,1254,1.010520
647,0.323510000,7809,488,0.393220
648,0.324009000,10274,642,0.517345
649,0.324508000,25926,1620,1.305498
650,0.325008000,45483,2842,2.290286
651,0.325514000,57854,3615,2.913225
652,0.326013000,55405,3462,2.789906
653,0.326513000,39721,2482,2.000142
654,0.327013000,20004,1250,1.007297
655,0.327513000,7777,486,0.391609
656,0.328012000,10146,634,0.510900
657,0.328512000,25830,1614,1.300664
658,0.329012000,45579,2848,2.295120
659,0.329512000,57822,3613,2.911614
660,0.330012000,55437,3464,2.791518
661,0.330511000,39769,2485,2.002559
662,0.331011000,20068,1254,1.010520
663,0.331511000,7745,484,0.389998
664,0.332011000,10226,639,0.514928
665,0.332511000,26182,1636,1.318389
666,0.333010000,45547,2846,2.293509
667,0.333510000,57838,3614,2.912419
668,0.334011000,55453,3465,2.792323
669,0.334511000,39817,2488,2.004976
670,0.335010000,20068,1254,1.010520
671,0.335510000,7777,486,0.391609
672,0.336010000,10114,632,0.509288
673,0.336509000,25750,1609,1.296635
674,0.337009000,45563,2847,2.294314
675,0.337509000,58126,3632,2.926921
676,0.338009000,55309,3456,2.785072
677,0.338509000,39865,2491,2.007393
678,0.339009000,20004,1250,1.007297
679,0.339514000,7761,485,0.390803
680,0.340014000,10194,637,0.513317
681,0.340513000,25878,1617,1.303081
682,0.341013000,45563,2847,2.294314
683,0.341513000,57822,3613,2.911614
684,0.342012000,55373,3460,2.788295
685,0.342512000,39689,2480,1.998530
686,0.343012000,20036,1252,1.008908
687,0.343512000,7809,488,0.393220
688,0.344011000,10178,636,0.512511
689,0.344511000,25862,1616,1.302275
690,0.345011000,45515,2844,2.291898
691,0.345511000,57822,3613,2.911614
692,0.346010000,55437,3464,2.791518
693,0.346510000,39785,2486,2.003364
694,0.347010000,19860,1241,1.000046
695,0.347510000,7857,491,0.395637
696,0.348010000,10290,643,0.518151
697,0.348509000,25622,1601,1.290190
698,0.349009000,45467,2841,2.289480
699,0.349508000,57822,3613,2.911614
700,0.350009000,55469,3466,2.793129
701,0.350508000,39753,2484,2.001753
702,0.351014000,19924,1245,1.003268
703,0.351513000,7745,484,0.389998
704,0.352013000,10258,641,0.516539
705,0.352513000,25862,1616,1.302275
706,0.353013000,45595,2849,2.295926
707,0.353512000,57886,3617,2.914836
708,0.354012000,55389,3461,2.789100
709,0.354511000,39673,2479,1.997725
710,0.355011000,20036,1252,1.008908
711,0.355511000,7793,487,0.392415
712,0.356011000,10082,630,0.507677
713,0.356510000,25910,1619,1.304692
714,0.357009000,45515,2844,2.291898
715,0.357509000,57886,3617,2.914836
716,0.358009000,55469,3466,2.793129
717,0.358510000,39833,2489,2.005782
718,0.359010000,20068,1254,1.010520
719,0.359510000,7809,488,0.393220
720,0.360009000,10130,633,0.510094
721,0.360508000,25702,1606,1.294218
722,0.361008000,45451,2840,2.288675
723,0.361514000,58030,3626,2.922088
724,0.362014000,55405,3462,2.789906
725,0.362514000,39673,2479,1.997725
726,0.363013000,19684,1230,0.991183
727,0.363513000,7841,490,0.394832
728,0.364013000,10194,637,0.513317
729,0.364512000,25894,1618,1.303886
730,0.365013000,45563,2847,2.294314
731,0.365512000,57870,3616,2.914030
732,0.366012000,55501,3468,2.794740
733,0.366512000,39737,2483,2.000948
734,0.367011000,20004,1250,1.007297
735,0.367511000,7777,486,0.391609
736,0.368011000,10114,632,0.509288
737,0.368510000,25702,1606,1.294218
738,0.369010000,45515,2844,2.291898
739,0.369510000,57870,3616,2.914030
