input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2001.544600,1000.772300,hann,128,128,15.637067,15.637067,250.000000,250.199900,0.199905,8.006178,4.650035,-2.005318,0.001152991,-60.102860,-69.446900,74.000000,-90.300890,58.097540,-51.699732,0.260024,-50.803496,0.288287,50.803496,8.146761,58.874216,609.845600,-60.879384,42.728476
