input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.831680,1000.415840,hann,256,256,7.815748,7.815748,250.000000,250.104680,0.104675,8.003326,3.420802,-2.010274,0.003682350,-50.016876,-68.907700,74.000000,-93.311190,48.006600,-55.454030,0.168771,-47.287808,0.432125,47.287808,7.562759,56.654596,148.499220,-58.664804,45.395044
